position,user,first_genre,track_name,track_id,popularity,explicit,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,artist,duration_ms,gender,age
20,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,THE LONELIEST,7exHT4swWOKL5addPeqkLP,71,False,0.00151,0.525,0.599,0.0,2.0,0.0762,-5.001,1.0,0.0281,129.841,0.226,Måneskin,247067,F,40
21,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Reminded,5yXjcwHXNFBfaj24q8OfNi,52,False,0.0005,0.636,0.925,0.000248,8.0,0.378,-3.762,1.0,0.0398,112.923,0.635,Drowning Pool,204066,F,40
22,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Ride,2Z8WuEywRWYTKe1NybPQEW,85,False,0.00835,0.645,0.713,0.0,6.0,0.113,-5.355,1.0,0.0393,74.989,0.566,Twenty One Pilots,214506,F,40
23,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Break Stuff,5cZqsjVs6MevCnAkasbEOX,85,True,0.0128,0.432,0.884,0.000457,8.0,0.166,-6.657,1.0,0.128,108.835,0.619,Limp Bizkit,166706,F,40
24,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Devil in Disguise,3MKhTroJs5GF9H7LqN9fiw,84,False,0.508,0.899,0.403,2.87e-05,1.0,0.111,-9.674,0.0,0.0642,109.982,0.617,Marino,104431,F,40
25,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Monster,5XQNN3cHwYRzPv08CHuQNZ,66,False,0.0431,0.64,0.957,0.0,8.0,0.0789,-2.336,1.0,0.0741,134.992,0.692,Skillet,178013,F,40
26,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,HONEY (ARE U COMING?),5UHHuxxYFnuE5KBbpl4Hzu,72,False,0.00196,0.476,0.94,1.45e-06,7.0,0.141,-2.349,0.0,0.0806,139.987,0.372,Måneskin,167276,F,40
27,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Pity,27AQtPxw3xtYYECEsSPoik,45,False,0.000137,0.615,0.966,0.0184,7.0,0.149,-3.729,1.0,0.0716,111.94,0.428,Drowning Pool,172573,F,40
28,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,90,False,0.00836,0.818,0.705,0.00233,6.0,0.613,-6.679,1.0,0.177,138.559,0.772,"Gorillaz, De La Soul",222640,F,40
29,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Smells Like Teen Spirit,4CeeEOM32jQcH3eN9Q2dGj,86,False,2.55e-05,0.502,0.912,0.000173,1.0,0.106,-4.556,1.0,0.0564,116.761,0.72,Nirvana,301920,F,40
30,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Toxicity,0snQkGI5qnAmohLE7jTsTn,85,False,0.000264,0.413,0.873,0.00249,8.0,0.204,-4.151,1.0,0.0536,116.68,0.48,System Of A Down,218933,F,40
31,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,CORALINE,7HMz8o0m7ASQ3ImFPfhWTY,70,False,0.0299,0.363,0.678,0.0,2.0,0.324,-4.939,0.0,0.0995,162.124,0.321,Måneskin,300413,F,40
32,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Natural,2FY7b99s15jUprqC0M5NCT,82,False,0.217,0.704,0.611,0.0,2.0,0.0812,-6.112,1.0,0.041,99.994,0.22,Imagine Dragons,189466,F,40
33,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,The Emptiness Machine,1EDPVGbyPKJPeGqATwXZvN,82,True,0.0156,0.466,0.872,0.0,7.0,0.121,-3.344,1.0,0.0336,184.115,0.806,Linkin Park,190427,F,40
34,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,88,True,0.00286,0.908,0.669,0.0,7.0,0.237,-2.827,1.0,0.0738,112.238,0.662,Eminem,290320,F,40
35,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,86,False,0.000278,0.417,0.934,0.0015,7.0,0.132,-3.908,0.0,0.119,127.066,0.287,System Of A Down,210240,F,40
36,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Duality,61mWefnWQOLf90gepjOCb3,83,False,0.000237,0.354,0.982,0.000294,4.0,0.204,-3.026,0.0,0.168,143.772,0.194,Slipknot,252613,F,40
37,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Bones,54ipXppHLA8U4yqpOFTUhr,82,False,0.0201,0.772,0.75,0.0,5.0,0.074,-3.67,0.0,0.0455,114.061,0.587,Imagine Dragons,165264,F,40
38,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,BABY SAID,2KReCz1L5XkGIBhDncQ5VZ,73,False,0.000982,0.622,0.715,0.0,6.0,0.0796,-4.04,0.0,0.0323,131.012,0.607,Måneskin,164682,F,40
39,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,What I've Done,18lR4BzEs7e3qzc0KVkTpU,86,False,0.0092,0.627,0.935,0.0,5.0,0.147,-4.882,1.0,0.0324,120.092,0.287,Linkin Park,205226,F,40
40,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,82,False,0.731,0.726,0.431,0.0,8.0,0.696,-8.765,0.0,0.135,144.026,0.348,"Powfu, beabadoobee",173333,F,40
41,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Toxic,3M214U0mwSm041GsQR3nrO,73,False,0.749,0.609,0.619,0.0,11.0,0.264,-5.677,1.0,0.311,179.71,0.689,BoyWithUke,168066,F,40
42,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,85,False,0.011,0.31,0.7,0.00965,9.0,0.0828,-5.678,1.0,0.047,188.386,0.763,AC/DC,256000,F,40
43,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Heathens,6i0V12jOa3mr6uu4WYhUBr,84,False,0.0841,0.732,0.396,3.58e-05,4.0,0.105,-9.348,0.0,0.0286,90.024,0.548,Twenty One Pilots,195920,F,40
44,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,SUPERMODEL,0eJmsdfbAOM1KD0w50EhlD,68,False,0.00159,0.634,0.877,0.0,7.0,0.119,-3.413,1.0,0.055,120.965,0.801,Måneskin,148064,F,40
45,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,83,False,0.0362,0.672,0.655,0.0,10.0,0.117,-5.021,0.0,0.031,134.948,0.555,Imagine Dragons,201240,F,40
46,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,85,True,0.0302,0.949,0.661,0.0,5.0,0.0454,-4.244,0.0,0.0572,104.504,0.76,Eminem,284200,F,40
47,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Understand,6dGqGkYDoRrKh5UiIcTT22,69,True,0.81,0.828,0.658,1.06e-06,6.0,0.277,-6.19,0.0,0.14,103.051,0.917,BoyWithUke,171946,F,40
48,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Cradles,47UFoOuvrkt4khE7c5aap6,75,False,0.265,0.537,0.586,7.04e-05,6.0,0.175,-1.864,1.0,0.314,79.056,0.624,Sub Urban,209829,F,40
49,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Faint,4Yf5bqU3NK4kNOypcrLYwU,85,False,0.127,0.554,0.98,0.0,4.0,0.0833,-3.514,1.0,0.108,135.12,0.611,Linkin Park,162106,F,40
50,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,L'altra dimensione,36ONZ2CvV8KsLPapNPGTqa,66,False,0.524,0.715,0.839,0.0,5.0,0.266,-2.35,0.0,0.0602,111.371,0.539,Måneskin,126706,F,40
51,31dbca048c2f4b878ec7953e4c77bebc_19female2,4,Don't Stop Me Now - Remastered 2011,5T8EDUDqKcs6OSOwEsfqG7,84,False,0.0475,0.559,0.868,0.000176,5.0,0.776,-5.276,1.0,0.17,156.295,0.609,Queen,209413,F,40
0,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Subzero - Original Mix,7p6oXzBSPAXXz8Xb8gBPki,45,False,0.588,0.793,0.608,0.861,6.0,0.0991,-11.638,0.0,0.0673,124.988,0.118,Ben Klock,383972,F,40
1,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,85,True,0.00383,0.561,0.965,7.07e-06,7.0,0.371,-3.673,0.0,0.0343,128.04,0.304,"David Guetta, Bebe Rexha",175238,F,40
2,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,78,False,0.00126,0.602,0.91,0.000174,7.0,0.12,-3.404,1.0,0.0308,127.944,0.228,"David Guetta, Anne-Marie, Coi Leray",140017,F,40
3,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,MPX309,7adwzqmL0S15uupbwEBRWa,31,False,0.00222,0.706,0.632,0.897,11.0,0.184,-11.983,0.0,0.111,128.603,0.106,Joris Voorn,363680,F,40
4,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Love Tonight (David Guetta Remix Edit),2prnn41CblB8B4yWACDljP,75,False,0.015,0.621,0.989,0.357,10.0,0.184,-4.225,0.0,0.0434,126.002,0.0348,"Shouse, David Guetta",158095,F,40
5,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Belly Dancer,7fZBQnc0zXwVybgCIrQQil,76,False,0.0582,0.845,0.797,5.57e-06,1.0,0.167,-4.984,1.0,0.139,121.985,0.422,"Imanbek, BYOR",151475,F,40
6,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,86,False,0.0038,0.532,0.783,0.0012,2.0,0.161,-5.697,1.0,0.0523,124.08,0.643,Avicii,247426,F,40
7,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Shape of You,7qiZfU4dY1lWllzX7mPBI3,89,False,0.581,0.825,0.652,0.0,1.0,0.0931,-3.183,0.0,0.0802,95.977,0.931,Ed Sheeran,233712,F,40
8,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,I Don't Wanna Wait,331l3xABO0HMr1Kkyh2LZq,81,False,0.0375,0.681,0.714,0.0,1.0,0.232,-4.617,0.0,0.0309,129.976,0.554,"David Guetta, OneRepublic",149667,F,40
9,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Dance Monkey,2N8m6CYs74qQO4mjVcXO30,74,False,0.69,0.824,0.587,0.000105,6.0,0.149,-6.401,0.0,0.0937,98.029,0.514,Tones And I,209438,F,40
10,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,The Sound of Silence - CYRIL Remix,1LY3GhF0zxIVgbYEQjCbUO,81,False,0.123,0.68,0.721,0.0,6.0,0.162,-4.379,0.0,0.188,125.963,0.244,"Disturbed, CYRIL",185238,F,40
11,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Golden,1CPZ5BxNNd0n0nF4Orb9JS,99,False,0.0966,0.651,0.686,0.0,4.0,0.185,-4.371,0.0,0.0616,122.715,0.104,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",194607,F,40
12,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Closer,7BKLCZ1jbUBVqRi2FVlTVw,87,False,0.414,0.748,0.524,0.0,8.0,0.111,-5.599,1.0,0.0338,95.01,0.661,"The Chainsmokers, Halsey",244960,F,40
13,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Unconditional Beauty,48CueGtLgYtdN5WUXeL94G,45,False,0.0241,0.781,0.555,0.903,5.0,0.178,-11.976,1.0,0.0473,125.01,0.0751,Luigi Madonna,391679,F,40
14,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Memories (feat. Kid Cudi),7fLzbEOBOae9lUnOwr7Tse,82,False,0.0015,0.561,0.87,2.82e-06,8.0,0.246,-6.103,1.0,0.343,129.98,0.498,"David Guetta, Kid Cudi",210093,F,40
15,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,The Nights,0ct6r3EGTcMLPtrXHDvVjc,84,False,0.0166,0.527,0.835,0.0,6.0,0.249,-5.298,1.0,0.0433,125.983,0.654,Avicii,176658,F,40
16,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Overdrive (feat. Norma Jean Martine),3bK1zVFBKIzYjmptmI4NsJ,77,False,0.00257,0.611,0.757,0.0,6.0,0.058,-3.546,1.0,0.03,126.963,0.279,"Ofenbach, Norma Jean Martine",155905,F,40
17,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,In A While - Original Mix,3TwPZ7h7G6b0QQo5FLar2h,29,False,0.943,0.655,0.648,0.934,2.0,0.126,-16.227,1.0,0.0426,126.987,0.627,Ben Klock,239173,F,40
18,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,84,False,0.156,0.533,0.869,0.00538,11.0,0.136,-5.093,1.0,0.173,159.805,0.425,"The Chainsmokers, Daya",208373,F,40
20,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Satisfaction,0lwyzp7GppQxv0Eu6wRkUo,70,False,0.0742,0.752,0.935,0.0352,11.0,0.081,-6.263,1.0,0.203,126.022,0.31,"David Guetta, Benny Benassi",155676,F,40
21,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q,78,False,0.00364,0.758,0.913,6.92e-05,6.0,0.193,-2.926,0.0,0.113,128.04,0.658,"Majestic, Boney M.",186209,F,40
22,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,82,False,0.31,0.579,0.736,0.0,6.0,0.198,-3.863,0.0,0.0527,127.999,0.613,Avicii,230613,F,40
23,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Underneath - Original Mix,5hj0HqaZqLIDlpYMZl3sRK,25,False,0.884,0.818,0.248,0.938,9.0,0.103,-22.071,0.0,0.05,126.014,0.249,Ben Klock,297013,F,40
24,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Bad Memories,3JhgPs7rbmzLBWRvHlel8U,70,False,0.122,0.607,0.755,0.0,5.0,0.144,-6.069,0.0,0.0468,123.994,0.664,"MEDUZA, James Carter, Elley Duhé, FAST BOY",147629,F,40
25,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Cold Heart - PNAU Remix,6JIC3hbC28JZKZ8AlAqX8h,79,False,0.0354,0.795,0.8,7.25e-05,1.0,0.0915,-6.32,1.0,0.0309,116.032,0.934,"Elton John, Dua Lipa, PNAU",202735,F,40
26,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,When We Were Young (The Logical Song),1CcLA0eaauck34YEIrvAAq,73,False,0.0526,0.657,0.914,6.32e-06,0.0,0.109,-4.513,0.0,0.0523,139.989,0.502,"David Guetta, Kim Petras",147432,F,40
27,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,75,False,0.168,0.734,0.874,1.14e-05,8.0,0.0489,-3.158,1.0,0.0662,122.953,0.905,"Joel Corry, MNEK",166028,F,40
28,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,89,False,0.151,0.472,0.471,0.0,10.0,0.14,-5.692,1.0,0.0603,105.029,0.219,Benson Boone,180304,F,40
30,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,88,False,0.0863,0.475,0.715,2.67e-05,8.0,0.135,-5.371,1.0,0.058,199.892,0.159,"DJ Snake, Justin Bieber",205946,F,40
31,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,87,False,0.0655,0.647,0.514,0.0,8.0,0.398,-10.05,1.0,0.0593,79.975,0.386,"Coolio, L.V.",240693,F,40
32,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Titanium (feat. Sia),0TDLuuLlV54CkRRUOahJb4,83,False,0.0679,0.604,0.787,0.15,0.0,0.127,-3.674,0.0,0.103,126.062,0.301,"David Guetta, Sia",245040,F,40
33,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,False Statement,7izjMPFySQDc04m1bqhsJl,19,False,0.389,0.724,0.843,0.89,7.0,0.12,-11.41,1.0,0.25,131.989,0.109,Oscar Mulero,325043,F,40
34,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,90,False,0.00143,0.513,0.73,9.54e-05,1.0,0.0897,-5.94,1.0,0.0598,171.001,0.334,The Weeknd,200040,F,40
35,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,A Friend Of A Friend,673SofWYu17pDQJBAII6ak,31,False,0.128,0.628,0.529,0.837,9.0,0.222,-11.744,0.0,0.0993,142.982,0.43,"Ben Klock, Etapp Kyle",369320,F,40
36,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,82,False,0.0451,0.807,0.893,2.79e-05,11.0,0.366,-3.745,0.0,0.0347,126.011,0.537,Ed Sheeran,230746,F,40
37,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,83,False,0.0229,0.673,0.95,0.0823,11.0,0.398,-5.149,1.0,0.0488,150.019,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",140000,F,40
38,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Sexy Bitch (feat. Akon),2dGxjfhFXDIUX9h5ImyKkE,80,True,0.0771,0.813,0.627,0.000616,11.0,0.131,-5.018,0.0,0.0486,130.011,0.801,"David Guetta, Akon",195853,F,40
40,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Move Your Body,6GomT970rCOkKAyyrwJeZi,73,False,0.0169,0.848,0.821,0.000403,2.0,0.0962,-5.408,0.0,0.0527,125.051,0.249,"Öwnboss, Sevek",157444,F,40
41,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,87,False,0.191,0.671,0.939,0.0,8.0,0.298,-3.206,1.0,0.161,129.024,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",252306,F,40
42,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,87,False,0.0498,0.617,0.635,1.44e-05,11.0,0.164,-6.769,0.0,0.0317,103.019,0.446,"The Chainsmokers, Coldplay",247160,F,40
44,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Moon Rocks,65m32U7ya28Uns99G6B3Oe,51,False,0.00159,0.788,0.625,0.904,1.0,0.299,-6.428,1.0,0.0376,125.013,0.44,Enrico Sangiuliano,453120,F,40
45,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Aurora Centralis,7A1YcSeFJpLTHybu78qgT9,36,False,0.252,0.649,0.527,0.869,5.0,0.112,-13.734,0.0,0.0322,128.017,0.0399,747,421896,F,40
46,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,As It Was,4Dvkj6JhhA12EX05fT7y2e,88,False,0.342,0.52,0.731,0.00101,6.0,0.311,-5.338,0.0,0.0557,173.93,0.662,Harry Styles,167303,F,40
47,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,SNAP,5hx7w26Zi3zafMgvMTUqF6,81,False,0.107,0.565,0.636,9.9e-06,0.0,0.447,-8.198,1.0,0.0622,170.027,0.526,Rosa Linn,179551,F,40
48,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Prayer in C - Robin Schulz Radio Edit,5fnA9mkIfScSqHIpeDyvck,76,False,0.024,0.763,0.875,5.41e-06,9.0,0.599,-5.797,0.0,0.0262,123.013,0.8,"Lilly Wood and The Prick, Robin Schulz",189413,F,40
49,32ad05c40bc64bbd8e948b4d481093eb_Maike,3,Hittin' Her Walls,4Kk5PrRmDoqPKdX1fozHx0,33,False,0.505,0.766,0.569,0.929,0.0,0.787,-16.916,1.0,0.0597,127.996,0.0211,0010X0010,367715,F,40
1,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,I've Got You Under My Skin - 2024 Remastered,0G9qcE5Gz6xTz8jWXlRgBx,7,False,0.815,0.576,0.245,0.0,1.0,0.121,-13.363,1.0,0.0364,127.073,0.654,Frank Sinatra,223853,M,20
2,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,You Make Me Feel So Young - Remastered 1998,2WaYW84yWij5NSCpgSeU2R,68,False,0.378,0.577,0.307,0.0,9.0,0.18,-11.556,1.0,0.0428,125.165,0.575,Frank Sinatra,177400,M,20
3,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156 by F. Christl)",3Dgmyz32dxvtxvUTPS0CUI,70,False,0.957,0.429,0.258,0.893,7.0,0.115,-16.967,0.0,0.0549,78.809,0.0972,"Antonio Vivaldi, Florian Christl",112352,M,20
4,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",17i5jLpzndlQhbS4SrTd0B,71,False,0.89,0.275,0.157,0.842,7.0,0.186,-18.752,1.0,0.0636,73.289,0.304,"Johann Sebastian Bach, Yo-Yo Ma",152280,M,20
5,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,Claro De Luna,4vbpZcq2I1Q52hkKQRMUwc,60,False,0.994,0.365,0.0668,0.938,1.0,0.101,-24.832,0.0,0.0557,145.824,0.119,Ludwig van Beethoven,230346,M,20
6,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",2LKMUX3iN0tQOvggbalydj,68,False,0.986,0.169,0.0161,0.849,9.0,0.0805,-31.034,0.0,0.0445,127.578,0.0572,"Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",174266,M,20
7,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,70,False,0.927,0.0939,0.0336,0.83,2.0,0.0954,-24.041,0.0,0.0606,67.359,0.0516,"George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",207266,M,20
8,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,Gymnopédie No. 1,5OPT7l9b5SMwfTQgLPoNl7,64,False,0.994,0.469,0.0128,0.937,7.0,0.0941,-36.856,1.0,0.119,72.765,0.354,"Erik Satie, Philippe Entremont",205866,M,20
9,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,Come Fly With Me - Remastered 1998,4hHbeIIKO5Y5uLyIEbY9Gn,68,False,0.847,0.494,0.338,0.0,6.0,0.165,-11.376,1.0,0.0464,134.106,0.499,Frank Sinatra,199093,M,20
11,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",3zLTPuucd3e6TxZnu2dlVS,65,False,0.987,0.289,0.0306,0.911,9.0,0.102,-30.79,0.0,0.0446,125.61,0.118,"Ludwig van Beethoven, Igor Levit",214086,M,20
12,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,Jazz Suite No. 2: VI. Waltz 2,0pjCsB0XNSyqM9UazlTODC,69,False,0.984,0.322,0.184,0.902,0.0,0.0813,-18.312,0.0,0.0338,107.847,0.356,"Dmitri Shostakovich, Russian State Symphony Orchestra, Dmitry Yablonsky",193600,M,20
13,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Vivaldi: The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",0ON4FYmS4Zch1NV0lhv9hX,62,False,0.943,0.473,0.211,0.417,5.0,0.06,-15.487,0.0,0.0524,144.222,0.237,"Antonio Vivaldi, Itzhak Perlman, Israel Philharmonic Orchestra",216160,M,20
14,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,Satie / Orch. Ducros: Gymnopédie No. 1,0Seumg0NAq7KS1r0Yso52H,68,False,0.942,0.0921,0.0183,0.94,7.0,0.195,-31.858,1.0,0.0513,166.979,0.039,"Erik Satie, Gautier Capuçon, Jerome Ducros, Adrien Perruchon, Orchestre de chambre de Paris",172120,M,20
15,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",5t0E9V1RiHBflzs71pfGGG,56,False,0.995,0.205,0.00644,0.872,1.0,0.115,-38.382,0.0,0.0604,163.137,0.147,"Ludwig van Beethoven, Jenő Jandó",315200,M,20
16,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"The Well-Tempered Clavier I, Prelude & Fugue No. 1 in C Major, BWV 846: I. Prelude",4i8ly7ffzWu8nfKLI8SZFj,63,False,0.989,0.221,0.126,0.897,0.0,0.0769,-25.367,1.0,0.0447,133.564,0.216,"Johann Sebastian Bach, Lang Lang",139306,M,20
17,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",6GzMz3s0K1YKwRVI36CgRx,66,False,0.991,0.343,0.0342,0.92,8.0,0.1,-25.591,1.0,0.0406,60.228,0.0378,"Franz Liszt, Jenő Jandó",270000,M,20
18,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,Love Is Here To Stay - Remastered 1998,3YCbx1QqGrnxMsPEZLC1CT,63,False,0.676,0.547,0.208,0.0,9.0,0.0999,-13.458,1.0,0.0334,108.996,0.424,Frank Sinatra,162840,M,20
19,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",2oLjhx7w8Hyd3gry9cCXr7,65,False,0.899,0.358,0.167,0.96,7.0,0.103,-16.0,0.0,0.0354,144.601,0.6,"Johannes Brahms, Wiener Philharmoniker, Claudio Abbado",138706,M,20
20,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto",4wgS4pen0Kej9PafGhUhMJ,60,False,0.858,0.292,0.456,0.938,7.0,0.172,-14.098,0.0,0.0378,149.393,0.511,"Antonio Vivaldi, Kyung-Wha Chung, St. Luke's Chamber Ensemble",169906,M,20
21,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,The Way You Look Tonight,0elmUoU7eMPwZX1Mw1MnQo,70,False,0.798,0.622,0.24,0.0,5.0,0.142,-14.067,0.0,0.0363,132.234,0.587,Frank Sinatra,202160,M,20
22,3858c2d4d5724edfa97cf05d60e2cebd_Inaaya Nichols,5,Ave Maria,2kyEgPaAW8wdpvevPnkf0Z,59,False,0.993,0.132,0.0195,0.888,0.0,0.0569,-29.76,1.0,0.0445,81.616,0.14,"Charles Gounod, Yo-Yo Ma, Kathryn Stott",163173,M,20
