position,user,first_genre,genre_label,track_name,track_id,artist,duration_ms,gender,age,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode
21,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Devil in Disguise,3MKhTroJs5GF9H7LqN9fiw,Marino,104431,F,20,0.6317184993059827,0.5434760881072221,1.671596070155775,-0.6740235698483484,-0.5151553980136531,-0.43095019368100274,-0.07830614539855571,-0.136206253316024,-0.4440632041848866,0.707822070955925,1.0,0.0
22,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Hero,0sdeLSxygcjyMyWPhZBdFs,Skillet,186813,F,20,-0.7841372325491124,-0.8340117467943315,-0.29199318211724345,1.446657595048071,-0.5152379317018508,1.325060671662568,0.831402483013899,0.42550867365871725,0.6725393620087273,1.3932274131468514,1.0,1.0
23,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,"Coolio, L.V.",240693,F,20,0.8247897354680411,-0.6753812514595308,0.31961658498418843,-0.25665546824639357,-0.5152379317018508,1.8089392212239073,-0.1262728322984413,-0.21417801371761688,-1.4899457489399053,-0.2517454081113716,8.0,1.0
24,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Believer,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,204346,F,20,0.8891468141887273,-0.6844710350088422,1.0117013214410722,0.7435239464033362,-0.5152379317018508,-0.6650849757268121,0.5978200263285526,0.8790178923210438,0.07760587460834031,0.911366687727776,10.0,0.0
25,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Lonely Day,1VNWaY3uNfoeWqb5U8x2QX,System Of A Down,167906,F,20,0.6317184993059827,0.14132202804677926,-0.6299880534101403,0.8036851142018163,-0.5152347683897596,-0.2592513535140758,0.7377653867784842,-0.6231319407218902,-0.33510766598032793,-0.9620745809274224,8.0,0.0
26,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,HONEY (ARE U COMING?),5UHHuxxYFnuE5KBbpl4Hzu,Måneskin,167276,F,20,-0.20492352406293718,-0.8504009019817262,-0.5977980656679597,1.3451356243881358,-0.515233761881367,-0.19681541163519345,0.856151252318627,0.12476045496685874,0.6017496313326368,-0.30990101290332894,7.0,0.0
27,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Faint,4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,162106,F,20,0.6960755780266689,-0.5059807398587278,-0.17932822501961113,1.4955385438843358,-0.5152379317018508,-0.6471346424366335,0.7075310655144609,0.5607658090492357,0.43211220188875155,0.6828982403308003,4.0,1.0
28,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Go Down Deh (feat. Sean Paul & Shaggy),58dGRQrNmAJeRMFuguUbvD,"Spice, Sean Paul, Shaggy",154151,F,20,0.11686186954049352,-0.5555613774004263,1.1458262703668247,0.6833627786048562,-0.5151913447419623,0.6304608182599999,0.5036726461899478,0.4127785903278448,-1.140597905234118,0.5458171718926149,2.0,1.0
29,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Sweet Dreams (Are Made of This) - 2005 Remaster,1TfqLAPs4K3s2rJMoCokcS,"Eurythmics, Annie Lennox, Dave Stewart",216933,F,20,0.6960755780266689,-0.23604171324281428,0.5610414930505428,0.4840789102723911,-0.5152379317018508,-0.36070975906726,0.19928829793695135,-0.6533658886327118,0.08408883369536803,1.779546787836282,0.0,0.0
30,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,The Resistance,5O9Dz0h08LuBi0aVvDcylh,Skillet,232066,F,20,0.11686186954049352,-0.8543508261058815,-0.5602430799687489,1.3488956973755408,-0.5152278666179243,1.1221438605561997,0.696815103547465,-0.24282070121207955,1.1610268437543723,0.23426928907855785,2.0,0.0
31,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Thunder,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,187146,F,20,0.6960755780266689,-0.8372895778318105,0.08892167283189377,0.901447011874346,-0.12988900422756208,-0.14998845522603152,0.539264948437469,-0.4608233782532681,1.5780275024489794,-0.6588346416550732,0.0,1.0
32,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,MAMMAMIA,7oJ3Nb3LIY1ond1fHF3xio,Måneskin,186809,F,20,-0.39799476022499564,-0.8540919049987195,0.9687813377848312,0.35247635571321645,-0.5152379317018508,-0.5441153383364774,0.7377653867784842,-0.15052759706325533,0.6741078198523625,1.4721528767930792,1.0,0.0
33,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Aerials,4e9eGQYsOiBcftrWXwsVco,System Of A Down,235053,F,20,0.6317184993059827,-0.8532793334390082,-1.1986778368553315,1.2774543106148462,-0.4157373877420718,-0.7532757436307338,0.6178486695287707,-0.2555507845429519,-1.5120087226070469,-0.9122269196771732,0.0,0.0
34,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Counting Stars,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,257265,F,20,0.8891468141887273,-0.6756566994458736,0.4054565522966702,0.4652785453353661,-0.5152379317018508,-0.3763187445369806,0.5215325828016071,-0.5483427011530152,-0.024727286034200647,0.1138041077237889,1.0,0.0
35,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,256000,F,20,0.7604326567473549,-0.82550040401634,-1.488387726534957,0.44271810741093603,-0.4874870574471726,-0.6510368888040637,0.43146747388852447,-0.40990304492977875,2.288678324090931,1.3143019495006232,9.0,1.0
36,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,199906,F,20,0.5673614205852966,-0.8544747776997358,0.008446703476442111,1.1571319750178861,-0.5128798263247695,0.27145415245642557,0.6813790154759594,-0.2030391908031036,-1.1201033894106118,0.998600094915712,4.0,0.0
37,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,SUPERMODEL,0eJmsdfbAOM1KD0w50EhlD,Måneskin,148064,F,20,-0.39799476022499564,-0.8514200595311946,0.24987161154279702,1.1082510261816212,-0.5152379317018508,-0.3685142518021203,0.720415734070015,-0.2826022116210556,-0.06125492648153831,1.4721528767930792,7.0,1.0
38,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Toxicity,0snQkGI5qnAmohLE7jTsTn,System Of A Down,218933,F,20,0.6960755780266689,-0.8550724998300997,-0.9357929369608563,1.0932107342320012,-0.5080773434226644,0.2948676306610063,0.6262683539314101,-0.3048798574500821,-0.2106069678144023,0.1387279383489135,8.0,1.0
39,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Centuries,04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,228360,F,20,0.5030043418646104,-0.8459110998043392,-1.0430928961014583,1.036809639420926,-0.5152379317018508,-0.5011906282947457,0.7899419158796893,0.0022334029072126893,1.8584329102722907,0.4710456800172417,4.0,0.0
40,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Thunderstruck,57bgtoPSgt236HzfBOd8kj,AC/DC,292333,F,20,0.8247897354680411,-0.8553947739741207,-0.45830811878517685,1.1571319750178861,-0.48159179400446894,0.3963260362141905,0.495635674714701,-0.5785766490638369,0.37634481189281643,-0.7792998230098419,4.0,1.0
41,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Riptide,2uXlHCUbq9OMUwx3hrk06o,Vance Joy,204280,F,20,0.7604326567473549,0.34515353794042836,-0.5602430799687489,0.559280370020491,-0.5152379317018508,-0.11877048428659023,0.3016002205266006,-0.5515252219857332,-0.7343324691137297,0.15534382543232994,1.0,1.0
42,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Break Stuff,5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,166706,F,20,0.6960755780266689,-0.8205423402621701,-0.8338579757772842,1.1345715370934562,-0.5139237193148676,-0.0017030932636854371,0.3065754885827058,0.8790178923210438,-0.4840414518882229,0.7161300144976331,8.0,1.0
43,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,BABY SAID,2KReCz1L5XkGIBhDncQ5VZ,Måneskin,164682,F,20,-0.14056644534225105,-0.8530947832881587,0.18549163605843572,0.49911920222201106,-0.5152379317018508,-0.6760112655556166,0.6404287322449402,-0.6438183261345576,0.2889294280741876,0.6662823532473838,6.0,0.0
44,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,The Emptiness Machine,1EDPVGbyPKJPeGqATwXZvN,Linkin Park,190427,F,20,0.5030043418646104,-0.8128297966445727,-0.6514480452382605,1.089450661244596,-0.5152379317018508,-0.35290526633239966,0.7292181314000473,-0.6231319407218902,2.139814247420532,1.4929227356473498,7.0,1.0
45,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Enemy (with JID) - from the series Arcane League of Legends,3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",173381,F,20,0.3742901844232381,-0.20298795488168203,0.7541814195036268,0.7548041653655512,-0.5152379317018508,2.0899009596788787,0.5914414775386742,3.074957266896519,-1.5932548389073753,0.45027582116297116,11.0,0.0
46,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Bring Me To Life,0COqiPhxzoWICwFCS4eZcp,Evanescence,235893,F,20,0.9535038929094134,-0.835939882698731,-1.3757227694373246,1.356415843350351,-0.5152320076810255,0.5914383545856983,0.7491192036244677,-0.047095669999917635,-0.9797786943333399,-0.6256028674882405,4.0,0.0
47,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,180304,F,20,0.9535038929094134,-0.4398732231364634,-0.6192580574960801,-0.41833860670480866,-0.5152379317018508,-0.20461990437005356,0.42968148022735847,-0.19826540955402647,-0.6166981308410538,-0.9454586938440059,10.0,1.0
48,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Notion,0sTlGEld0h8kIPZaKDYUf4,The Rare Occasions,195120,F,20,0.6317184993059827,-0.670423187705361,-1.493752724491987,1.1308114641060512,-0.5120458622279966,-0.634647454060857,0.6678564920414172,0.1279429757995767,1.2814495515268454,-0.5591393191545748,9.0,1.0
49,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,CORALINE,7HMz8o0m7ASQ3ImFPfhWTY,Måneskin,300413,F,20,-0.2692806027836233,-0.7734407345975567,-1.2040428348123615,0.3599965016880264,-0.5152379317018508,1.231406758844244,0.5257424250029269,0.42550867365871725,1.3733263265451487,-0.5217535732168879,2.0,0.0
50,25ed4027297c4edfad6b476241db694e_FionaCamps,4,Rock & Heavy,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,240400,F,20,1.1465751290714716,-0.719452929274374,0.13184165648813462,0.8450459170632713,-0.46433736441606793,-0.5089951210296059,0.7973410324759483,-0.6231319407218902,0.04637613621061654,-0.20189774686112233,10.0,1.0
0,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Tear Away,3ENHpbTuY72FukZbwGP6bc,Drowning Pool,254200,M,20,-0.46235183894568177,-0.8542847185891593,0.12647665853110454,0.24719431206587633,-0.5071858645605971,-0.6369888018813151,0.5716679762900513,-0.45604959700419095,0.35762788162543047,0.04318658761926941,0.0,1.0
1,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,173346,M,20,0.5673614205852966,-0.8512547907393889,0.8722113745582892,0.09679139256967624,-0.5152379317018508,0.0919508195546382,0.6445110034704623,-0.541977659487579,0.34103708310163977,2.124326444817172,1.0,1.0
2,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Beggin',3Wrjm47oTz2sjIgck11l5e,Måneskin,211560,M,20,0.6960755780266689,-0.5059807398587278,0.6790714481052053,0.8187254061514362,-0.5152379317018508,1.504564004564355,0.5424542228324082,-0.35580019077357145,0.3931447381290919,0.59151086137201,11.0,0.0
3,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Bodies,7CpbhqKUedOIrcvc94p60Y,Drowning Pool,201960,M,20,0.2455760269818658,-0.8462416373879506,0.36790156659745943,1.315055040488896,-0.5110105964526926,-0.1734019334306125,0.7214363018763956,-0.031183065836327222,0.28628047704938087,0.40458213168357604,4.0,0.0
4,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Believer,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,204346,M,20,0.8891468141887273,-0.6844710350088422,1.0117013214410722,0.7435239464033362,-0.5152379317018508,-0.6650849757268121,0.5978200263285526,0.8790178923210438,0.07760587460834031,0.911366687727776,10.0,0.0
5,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,AC/DC,208110,M,20,0.8247897354680411,-0.6877764108449554,-0.07202826587900953,1.2436136537282012,-0.5106942652435719,-0.07974802061228864,0.5443677874693718,0.9585809131389958,-0.24378856486198422,-0.09804845258977003,6.0,0.0
6,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Monster,5XQNN3cHwYRzPv08CHuQNZ,Skillet,178013,M,20,-0.5267089176663678,-0.7370816004003112,0.2820615992849777,1.409056865174021,-0.5152379317018508,-0.681474410470019,0.8578096750039953,0.021328527903521053,0.4276508106890762,1.019369953769982,8.0,1.0
7,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,GOSSIP (feat. Tom Morello),44Xyja7xYPlVC6v2CeweSi,"Måneskin, Tom Morello",168280,M,20,0.05250479081980738,-0.8509517979544118,0.6254214685349042,0.8901667929121309,-0.5152379317018508,-0.5636265701736282,0.7764193924451472,-0.1616664199777685,0.5994492264953043,1.9415516868995921,9.0,1.0
8,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,In the End,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,216880,M,20,1.0178609716300995,-0.8294117654224074,-0.16859822910555092,1.0593700773453563,-0.5152379317018508,0.3338900943353079,0.4069738465353915,-0.2284993574648482,-0.6127247043038433,-0.19358980331941414,3.0,0.0
9,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Last Resort,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,199906,M,20,0.5673614205852966,-0.8544747776997358,0.008446703476442111,1.1571319750178861,-0.5128798263247695,0.27145415245642557,0.6813790154759594,-0.2030391908031036,-1.1201033894106118,0.998600094915712,4.0,0.0
10,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,Queen,214653,M,20,0.5673614205852966,-0.5472979378101434,1.8540060006947987,-0.20401444642272354,0.3819924068950006,-0.0251165714682664,0.33017611910525574,1.404133829719527,-0.44458602346609855,1.2769162035629362,5.0,0.0
11,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Bones,54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,165264,M,20,0.5030043418646104,-0.800434637259148,0.9902413296129516,0.6307217567811861,-0.5152379317018508,-0.7197164248708344,0.6876299932900402,-0.43377195117516437,-0.3018912143139989,0.5832029178303019,5.0,0.0
12,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,202333,M,20,0.8247897354680411,-0.7285427128236852,0.7863714072458075,0.2058335092044213,-0.5151720772955884,-0.8274184246119067,0.4315950448643221,1.0858817464477188,1.6470396475689488,0.836595195852402,4.0,0.0
13,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Numb,2nLtzopw4rPReszdYBJU6h,Linkin Park,187520,M,20,0.9535038929094134,-0.8460763685961449,-0.5334180901835983,1.081930515269786,-0.5152379317018508,2.4801255964218942,0.621930940754293,-0.48787480533137173,-0.44092628849761517,-0.9786904680108388,6.0,0.0
14,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,"Coolio, L.V.",240693,M,20,0.8891468141887273,-0.6753812514595308,0.31961658498418843,-0.25665546824639357,-0.5152379317018508,1.8089392212239073,-0.1262728322984413,-0.21417801371761688,-1.4899457489399053,-0.2517454081113716,8.0,1.0
15,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,ZITTI E BUONI,776AftMmFFAWUIEAb3lHhw,Måneskin,194786,M,20,-0.14056644534225105,-0.8519985003025143,0.20158662992952603,1.3413755514007308,-0.5152379317018508,2.0118560323302757,0.7584318848576902,-0.0932422220743298,-0.6874530068983967,0.8199793087689857,4.0,0.0
16,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Without Me,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,290320,M,20,0.9535038929094134,-0.8479218701046414,1.719881051769046,0.32615584480138143,-0.5152379317018508,0.5524158909113965,0.7951723258873896,0.01655474665444402,-0.3654311842906179,0.8947508006443595,7.0,1.0
17,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Sinner,4AaZtoVREGSOTMzdzLoCGK,Drowning Pool,147333,M,20,-0.8484943112697986,-0.85459872929359,-0.06129826996494932,1.420337084136236,-0.5151450453559,-0.782932816023203,0.8234930825144496,0.04997121539798371,-0.061777745762750226,0.35473447043332684,4.0,1.0
18,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Heathens,6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,195920,M,20,0.6317184993059827,-0.6241479259997759,0.7756414113317472,-0.7003440807601835,-0.5151349802719735,-0.4777771500901647,-0.03671800728854882,-0.702694961539842,-1.139691685146684,0.4211980187669925,4.0,0.0
19,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",173333,M,20,0.5030043418646104,1.157725097651597,0.7434514235895666,-0.5687415262010086,-0.5152379317018508,4.13467805621228,0.037655871601433126,0.9904061214661766,0.7425274364536264,-0.4095963354038274,8.0,0.0
20,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,MAMMAMIA,7oJ3Nb3LIY1ond1fHF3xio,Måneskin,186809,M,20,-0.39799476022499564,-0.8540919049987195,0.9687813377848312,0.35247635571321645,-0.5152379317018508,-0.5441153383364774,0.7377653867784842,-0.15052759706325533,0.6741078198523625,1.4721528767930792,1.0,0.0
21,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Cradles,47UFoOuvrkt4khE7c5aap6,Sub Urban,209829,M,20,0.05250479081980738,-0.12586251870570664,-0.27053319028912304,0.014069786846766184,-0.5150354797280137,0.06853734135005723,0.9180231755804473,3.838762266748858,-1.5219771435688205,0.7368998733519037,6.0,1.0
22,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Mockingbird,561jH07mF1jHuk7KlaeF0s,Eminem,250760,M,20,0.8247897354680411,-0.28011339105765737,0.26596660541388734,0.3599965016880264,-0.5152379317018508,-0.07974802061228864,0.6713009083879515,3.074957266896519,-1.3482965783502294,-0.8000696818641125,0.0,1.0
23,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Rollin' (Air Raid Vehicle),3IV4swNduIRunHREK80owz,Limp Bizkit,213760,M,20,0.6317184993059827,-0.8395207065211868,0.08355667487486365,1.3188151134763013,-0.5152379317018508,0.31047661613072697,0.7274321377388812,1.563259871355431,-0.9205606970814058,1.089987473874502,1.0,1.0
24,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Way down We Go,0y1QJc3SJVPKJ1OvFmFqe6,KALEO,213706,M,20,0.6317184993059827,0.7390441584105881,-0.5280530922265683,-0.2904961251330386,-0.5142803108596946,-0.485581642825025,0.13244110661902592,0.7039792465215494,1.4127469003485253,-0.4552900248832223,10.0,0.0
25,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,240400,M,20,1.1465751290714716,-0.719452929274374,0.13184165648813462,0.8450459170632713,-0.46433736441606793,-0.5089951210296059,0.7973410324759483,-0.6231319407218902,0.04637613621061654,-0.20189774686112233,10.0,1.0
26,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,THE LONELIEST,7exHT4swWOKL5addPeqkLP,Måneskin,247067,M,20,-0.20492352406293718,-0.8516404179202688,-0.33491316577348434,0.06295073568303122,-0.5152379317018508,-0.7025465408541418,0.5178330245034776,-0.7106512636216373,0.24811466952091277,-0.9163808914480273,2.0,1.0
27,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Devil in Disguise,3MKhTroJs5GF9H7LqN9fiw,Marino,104431,M,20,0.6317184993059827,0.5434760881072221,1.671596070155775,-0.6740235698483484,-0.5151553980136531,-0.43095019368100274,-0.07830614539855571,-0.136206253316024,-0.4440632041848866,0.707822070955925,1.0,0.0
28,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Ride,2Z8WuEywRWYTKe1NybPQEW,Twenty One Pilots,214506,M,20,0.6960755780266689,-0.8327997756544233,0.3088865890701282,0.4915990562472011,-0.5152379317018508,-0.4153412082112821,0.47267289907113874,-0.5324300969894247,-1.6637308780147382,0.49596951064236583,6.0,1.0
29,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Another Love,3JvKfv6T31zO0ini8iNItO,Tom Odell,244360,M,20,0.8891468141887273,1.0585638225682001,-0.7641130023358927,-0.17017378953607853,-0.5151904820204827,-0.560504773079684,0.06737990896226644,-0.5212912740749115,0.0016228057388787752,-1.3110082096791664,4.0,0.0
30,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,Eminem,284200,M,20,0.7604326567473549,-0.7726143906385283,1.93984596800728,0.2960752609021414,-0.5152379317018508,-0.9429249170878394,0.6144042531822363,-0.24759448246115667,-0.6349968056834698,1.301840034188061,5.0,0.0
31,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Insane,5flerg6aEao2VayZezVlgu,"Black Gryph0n, Baasik",159714,M,20,0.18121894826117965,-0.3241850688725003,0.6898014440192655,0.4878389832597961,-0.5152379317018508,5.12584863353954,0.4125869694704845,1.1336195589384899,-0.6212292312782234,1.4555369897096626,4.0,0.0
32,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,HONEY (ARE U COMING?),5UHHuxxYFnuE5KBbpl4Hzu,Måneskin,167276,M,20,-0.20492352406293718,-0.8504009019817262,-0.5977980656679597,1.3451356243881358,-0.515233761881367,-0.19681541163519345,0.856151252318627,0.12476045496685874,0.6017496313326368,-0.30990101290332894,7.0,0.0
33,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,190946,M,20,0.5030043418646104,-0.3241850688725003,-0.045203276093858984,1.2097729968415563,-0.5152379317018508,-0.7977613522194376,0.8076742815155513,-0.17439650330864084,-1.418877181313835,0.9736762642905874,5.0,1.0
34,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Freaks,7EkWXAI1wn8Ii883ecd9xr,Surf Curse,147062,M,20,0.6960755780266689,-0.855693910487289,-1.3006127980389035,1.3488956973755408,1.3051043898744534,-0.8984393084991357,-0.10943346349316219,-0.4162680865952149,1.983351863863186,-0.16451200092343565,9.0,1.0
35,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Thunder,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,187146,M,20,0.7604326567473549,-0.8372895778318105,0.08892167283189377,0.901447011874346,-0.12988900422756208,-0.14998845522603152,0.539264948437469,-0.4608233782532681,1.5780275024489794,-0.6588346416550732,0.0,1.0
36,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Shape of You,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,233712,M,20,1.0178609716300995,0.7445531181374434,1.2745862213355468,0.26223460401549636,-0.5152379317018508,-0.5706506136350024,0.7497570585034556,0.11839541330142239,-0.9322021397430573,2.0121692070041117,1.0,0.0
37,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,Ava Max,162398,M,20,0.5673614205852966,-0.8341494707875029,0.26596660541388734,0.40511737753688604,-0.5152379317018508,-0.3294917881278187,0.6382600256563814,-0.5133349719931163,0.2486723434208718,0.04318658761926941,1.0,0.0
38,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Sweet Dreams (Are Made of This) - 2005 Remaster,1TfqLAPs4K3s2rJMoCokcS,"Eurythmics, Annie Lennox, Dave Stewart",216933,M,20,0.7604326567473549,-0.23604171324281428,0.5610414930505428,0.4840789102723911,-0.5152379317018508,-0.36070975906726,0.19928829793695135,-0.6533658886327118,0.08408883369536803,1.779546787836282,0.0,0.0
39,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,House of Memories,2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,208706,M,20,0.3742901844232381,-0.8483074972855212,-0.43684812695705644,0.8826466469373209,-0.5152379317018508,-0.9179505403362864,0.5114544757135993,-0.6247232011382491,-0.44510884274731044,0.24673120439112015,11.0,0.0
40,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Poker Face,1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,237200,M,20,0.6960755780266689,-0.5280165787661495,1.4140761682183298,0.8412858440758663,-0.5152329854320354,-0.35290526633239966,0.5666927082339461,0.094526507056037,-0.1297093977015488,1.3599956389800185,4.0,1.0
41,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Enemy (with JID) - from the series Arcane League of Legends,3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",173381,M,20,0.3742901844232381,-0.20298795488168203,0.7541814195036268,0.7548041653655512,-0.5152379317018508,2.0899009596788787,0.5914414775386742,3.074957266896519,-1.5932548389073753,0.45027582116297116,11.0,0.0
42,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Notion,0sTlGEld0h8kIPZaKDYUf4,The Rare Occasions,195120,M,20,0.6317184993059827,-0.670423187705361,-1.493752724491987,1.1308114641060512,-0.5120458622279966,-0.634647454060857,0.6678564920414172,0.1279429757995767,1.2814495515268454,-0.5591393191545748,9.0,1.0
43,25ed4027297c4edfad6b476241db694e_LukasPondszello,4,Rock & Heavy,Rasputin - Single Version,67hbP9PFQZrb4XZc3TzB0s,Boney M.,220733,M,20,-0.20492352406293718,0.43880585329696975,0.5717714889646031,0.5141594941716311,-0.5117582884015234,2.1367279160880406,-0.4686733313391127,-0.3939904407661884,0.12162725808638189,2.182482049609129,6.0,0.0
